Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL,Threat/Content Name,Category,Severity,Direction
1,2011/01/25 02:08:59,0004C100832,THREAT,url,1,2011/01/25 02:08:59,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:08:59,28379,1,4934,80,6982,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=askerliksorgulama&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:09:40,0004C100832,THREAT,url,1,2011/01/25 02:09:40,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:09:40,24061,1,1073,80,22987,80,0x40,tcp,block-url,srv.sayyac.net/icon.gif,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:10:09,0004C100832,THREAT,url,1,2011/01/25 02:10:09,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:10:09,31371,1,1155,80,22128,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=sohbet3&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:11:02,0004C100832,THREAT,url,1,2011/01/25 02:11:02,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:11:02,20192,1,1180,80,64946,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=askerliksorgulama&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:11:52,0004C100832,THREAT,url,1,2011/01/25 02:11:52,10.10.9.42,174.37.70.184,193.189.142.3,174.37.70.184,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:11:52,39604,1,1227,80,58489,80,0x40,tcp,block-url,zirve100.com/counterv4.js,(9999),spyware-and-adware,informational,client-to-server
1,2011/01/25 02:12:04,0004C100832,THREAT,url,1,2011/01/25 02:12:04,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:12:04,22448,1,1242,80,31881,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=ztporno&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:12:08,0004C100832,THREAT,url,1,2011/01/25 02:12:08,10.10.9.42,75.126.182.187,193.189.142.3,75.126.182.187,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:12:08,37288,1,1256,80,19793,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=ztporno&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:57:54,0004C100832,THREAT,url,1,2011/01/25 02:57:53,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:57:54,49297,1,3942,80,60488,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:57:58,0004C100832,THREAT,url,1,2011/01/25 02:57:57,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:57:58,25661,1,3943,80,29294,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:57:58,0004C100832,THREAT,url,1,2011/01/25 02:57:57,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:57:58,16600,1,3944,80,53527,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:10,0004C100832,THREAT,url,1,2011/01/25 02:58:09,10.10.9.22,143.215.143.11,193.189.142.3,143.215.143.11,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:10,42469,1,3952,80,31708,80,0x40,tcp,block-url,143.215.143.11/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:12,0004C100832,THREAT,url,1,2011/01/25 02:58:11,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:12,42515,1,3953,80,36841,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:15,0004C100832,THREAT,url,1,2011/01/25 02:58:14,10.10.9.22,143.215.143.11,193.189.142.3,143.215.143.11,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:15,42038,1,3954,80,44098,80,0x40,tcp,block-url,143.215.143.11/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:16,0004C100832,THREAT,url,1,2011/01/25 02:58:15,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:16,33381,1,3960,80,57227,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:29,0004C100832,THREAT,url,1,2011/01/25 02:58:29,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:29,42063,1,3967,80,39039,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:49,0004C100832,THREAT,url,1,2011/01/25 02:58:49,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:49,42975,1,3982,80,28243,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:58:58,0004C100832,THREAT,url,1,2011/01/25 02:58:58,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:58:58,42703,1,4010,80,39363,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:26,0004C100832,THREAT,url,1,2011/01/25 02:59:25,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:26,44756,1,4886,80,53739,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:31,0004C100832,THREAT,url,1,2011/01/25 02:59:30,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:31,50172,1,1087,80,59009,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:44,0004C100832,THREAT,url,1,2011/01/25 02:59:43,10.10.9.22,143.215.143.11,193.189.142.3,143.215.143.11,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:44,39968,1,1208,80,25322,80,0x40,tcp,block-url,143.215.143.11/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:54,0004C100832,THREAT,url,1,2011/01/25 02:59:53,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:54,51024,1,1213,80,35041,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:55,0004C100832,THREAT,url,1,2011/01/25 02:59:54,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:55,36644,1,1214,80,10393,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 02:59:55,0004C100832,THREAT,url,1,2011/01/25 02:59:54,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 02:59:55,51359,1,1215,80,30365,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:00:01,0004C100832,THREAT,url,1,2011/01/25 03:00:01,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:00:01,49873,1,1217,80,9422,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:00:05,0004C100832,THREAT,url,1,2011/01/25 03:00:05,10.10.9.22,143.215.143.11,193.189.142.3,143.215.143.11,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:00:05,41404,1,1221,80,25686,80,0x40,tcp,block-url,143.215.143.11/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:00:19,0004C100832,THREAT,url,1,2011/01/25 03:00:19,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:00:19,44078,1,1229,80,12099,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:00:29,0004C100832,THREAT,url,1,2011/01/25 03:00:29,10.10.9.22,143.215.143.11,193.189.142.3,143.215.143.11,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:00:29,48063,1,1232,80,2982,80,0x40,tcp,block-url,143.215.143.11/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:00:55,0004C100832,THREAT,url,1,2011/01/25 03:00:55,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:00:55,55242,1,1251,80,33572,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 03:01:14,0004C100832,THREAT,url,1,2011/01/25 03:01:13,10.10.9.22,149.20.56.32,193.189.142.3,149.20.56.32,URL_Default,,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 03:01:14,40244,1,1259,80,63620,80,0x40,tcp,block-url,149.20.56.32/search?q=77,(9999),malware-sites,informational,client-to-server
1,2011/01/25 04:12:44,0004C100832,THREAT,url,1,2011/01/25 04:12:44,10.10.9.42,75.126.182.189,193.189.142.3,75.126.182.189,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:12:44,67171,1,3242,80,16212,80,0x40,tcp,block-url,srv.sayyac.net/sa.js?_salogin=ztporno&_sav=4.3,(9999),malware-sites,informational,client-to-server
1,2011/01/25 04:14:26,0004C100832,THREAT,url,1,2011/01/25 04:14:26,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:14:26,66744,1,3355,80,43634,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&wnos=4&wnobr=18&k=ccyes&,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:16:39,0004C100832,THREAT,url,1,2011/01/25 04:16:38,10.10.9.206,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nizamiye1,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:16:39,71928,1,3427,80,10119,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=jetmekan&wnos=4referer=http:/www.,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:21:12,0004C100832,THREAT,url,1,2011/01/25 04:21:12,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:21:12,76105,1,3520,80,22113,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:22:08,0004C100832,THREAT,url,2,2011/01/25 04:22:07,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:22:08,56198,1,3553,80,43627,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:23:07,0004C100832,THREAT,url,2,2011/01/25 04:23:06,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:23:07,65891,1,3581,80,26195,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:23:27,0004C100832,THREAT,url,2,2011/01/25 04:23:26,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:23:27,75664,1,3592,80,33953,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:23:56,0004C100832,THREAT,url,2,2011/01/25 04:23:55,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:23:56,70741,1,3639,80,45364,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:25:53,0004C100832,THREAT,url,2,2011/01/25 04:25:52,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:25:53,59986,1,3785,80,52788,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:26:32,0004C100832,THREAT,url,2,2011/01/25 04:26:31,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\guvenlik,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:26:32,55340,1,3806,80,5404,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:26:54,0004C100832,THREAT,url,2,2011/01/25 04:26:53,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:26:54,80113,1,3837,80,49856,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/wce=true&r=0.242,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:27:26,0004C100832,THREAT,url,2,2011/01/25 04:27:25,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:27:26,64931,1,3856,80,56947,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:28:41,0004C100832,THREAT,url,2,2011/01/25 04:28:40,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:28:41,66779,1,3942,80,4419,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/wce=true&r=0.898,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:29:11,0004C100832,THREAT,url,2,2011/01/25 04:29:10,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:29:11,74703,1,3971,80,1298,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/www.ozelguvenlik,(9999),adult-and-pornography,informational,client-to-server
1,2011/01/25 04:29:54,0004C100832,THREAT,url,2,2011/01/25 04:29:53,10.10.9.42,46.45.138.126,193.189.142.3,46.45.138.126,URL_Default,tpe\nguser,,web-browsing,vsys1,LAN,Internet,ethernet1/6,ethernet1/1,,2011/01/25 04:29:54,61730,1,3986,80,49652,80,0x40,tcp,block-url,46.45.138.126/analiz.gif?user=ogghaber&l=http:/wce=true&r=0.162,(9999),adult-and-pornography,informational,client-to-server
